latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
53.95864,116.1565,319.47,1.16,1.07,2024-10-04,0531,A,79,6.1NRT,281.85,21.88,D
53.98277,116.12473,309.34,1.16,1.07,2024-10-04,0531,A,34,6.1NRT,284.21,10.75,D
54.01631,116.19837,329.68,1.15,1.07,2024-10-04,0531,A,86,6.1NRT,282.76,36.46,D
54.01323,116.18158,349.27,1.15,1.07,2024-10-04,0531,A,96,6.1NRT,285.88,75.34,D
54.0223,116.17664,334.16,1.15,1.07,2024-10-04,0531,A,89,6.1NRT,282.88,43.6,D
54.01923,116.1599,361.6,1.15,1.07,2024-10-04,0531,A,100,6.1NRT,286.24,112.81,D
54.01617,116.14319,305.87,1.15,1.07,2024-10-04,0531,A,39,6.1NRT,281.89,9.77,D
54.22605,117.10774,324.33,1.08,1.04,2024-10-04,0531,A,83,6.1NRT,284.78,27.38,D
54.22328,117.09196,307.87,1.08,1.04,2024-10-04,0531,A,66,6.1NRT,283.81,11.63,D
54.20941,117.01319,302.01,1.09,1.04,2024-10-04,0531,A,46,6.1NRT,281.32,7.17,D
54.20657,116.99712,320.46,1.09,1.04,2024-10-04,0531,A,80,6.1NRT,283.14,22.67,D
54.24323,117.15067,312.59,1.08,1.04,2024-10-04,0531,A,73,6.1NRT,281.87,15.3,D
54.21266,116.97671,313.33,1.09,1.04,2024-10-04,0531,A,68,6.1NRT,284.13,14.87,D
54.12925,116.45624,322.36,1.13,1.06,2024-10-04,0531,A,82,6.1NRT,283.18,27.06,D
54.17049,116.63028,312.91,1.11,1.05,2024-10-04,0531,A,73,6.1NRT,281.71,16.65,D
54.16757,116.61397,301.65,1.11,1.05,2024-10-04,0531,A,48,6.1NRT,282.84,8.01,D
54.21136,116.74958,321.99,1.1,1.05,2024-10-04,0531,A,81,6.1NRT,282.74,25,D
54.2085,116.73348,310.53,1.1,1.05,2024-10-04,0531,A,70,6.1NRT,282.91,13.76,D
53.99501,115.56989,301.9,1.2,1.09,2024-10-04,0531,A,47,6.1NRT,283.18,8.11,D
54.29025,117.14396,300.89,1.08,1.04,2024-10-04,0531,A,43,6.1NRT,281.07,7.27,D
54.02056,115.65136,323.22,1.19,1.09,2024-10-04,0531,A,78,6.1NRT,282.86,30.3,D
54.0174,115.6346,316.33,1.2,1.09,2024-10-04,0531,A,72,6.1NRT,283.14,21.33,D
54.23774,116.78847,335.83,1.1,1.05,2024-10-04,0531,A,90,6.1NRT,282.67,43.95,D
54.23491,116.77242,331.5,1.1,1.05,2024-10-04,0531,A,75,6.1NRT,283.86,34.75,D
54.2637,116.88081,310.13,1.09,1.04,2024-10-04,0531,A,70,6.1NRT,281.52,12.74,D
54.2609,116.86487,309.53,1.1,1.04,2024-10-04,0531,A,69,6.1NRT,281.98,12.74,D
54.17737,116.39481,312.93,1.13,1.06,2024-10-04,0531,A,50,6.1NRT,285.79,14.89,D
54.18171,116.38779,322.96,1.13,1.06,2024-10-04,0531,A,82,6.1NRT,283.83,27.79,D
54.17864,116.37103,308.6,1.13,1.06,2024-10-04,0531,A,67,6.1NRT,282.24,13.29,D
54.2837,116.89997,304.62,1.09,1.04,2024-10-04,0531,A,50,6.1NRT,281.26,8.81,D
54.25232,116.72378,325.34,1.1,1.05,2024-10-04,0531,A,84,6.1NRT,282.55,27.88,D
54.2641,116.73505,305.41,1.1,1.05,2024-10-04,0531,A,33,6.1NRT,282.74,8.7,D
54.25264,116.67099,321.26,1.11,1.05,2024-10-04,0531,A,81,6.1NRT,282.17,23.2,D
54.30433,116.90688,306.96,1.09,1.04,2024-10-04,0531,A,64,6.1NRT,282.72,10.51,D
54.34379,117.0766,312.41,1.08,1.04,2024-10-04,0531,A,72,6.1NRT,281.19,15.36,D
54.34099,117.06055,314.8,1.08,1.04,2024-10-04,0531,A,75,6.1NRT,284.48,17.18,D
54.27939,116.65654,308.71,1.11,1.05,2024-10-04,0531,A,54,6.1NRT,282.33,11.67,D
54.33089,116.89244,309.59,1.09,1.04,2024-10-04,0531,A,69,6.1NRT,281.56,12.58,D
54.32939,116.71826,301.1,1.1,1.05,2024-10-04,0531,A,44,6.1NRT,283.32,7.17,D
54.4008,116.63757,318.36,1.1,1.05,2024-10-04,0531,A,59,6.1NRT,282.7,19.29,D
54.45487,116.88993,321,1.09,1.04,2024-10-04,0531,A,81,6.1NRT,280.4,22.89,D
54.45208,116.8739,331.1,1.09,1.04,2024-10-04,0531,A,87,6.1NRT,282.79,36,D
54.4606,116.88211,351.68,1.09,1.04,2024-10-04,0531,A,97,6.1NRT,284.62,75.59,D
54.45778,116.86615,329.68,1.09,1.04,2024-10-04,0531,A,86,6.1NRT,284.93,32.95,D
54.43226,116.72252,302.56,1.1,1.04,2024-10-04,0531,A,53,6.1NRT,280.89,8.34,D
54.41195,116.60914,304.75,1.1,1.05,2024-10-04,0531,A,60,6.1NRT,283.86,9.42,D
54.409,116.59272,304.54,1.11,1.05,2024-10-04,0531,A,59,6.1NRT,284.17,9.41,D
54.46952,116.87775,315.58,1.09,1.04,2024-10-04,0531,A,76,6.1NRT,282.65,18.17,D
54.46671,116.86182,301.72,1.09,1.04,2024-10-04,0531,A,49,6.1NRT,283.43,7.12,D
54.62368,116.73106,326.09,1.09,1.04,2024-10-04,0531,A,40,6.1NRT,282.92,25.31,D
54.63258,116.72643,321,1.09,1.04,2024-10-04,0531,A,55,6.1NRT,282.9,20.71,D
54.64468,116.68504,333.19,1.09,1.04,2024-10-04,0531,A,84,6.1NRT,283.96,37.35,D
54.68491,116.80338,322.19,1.08,1.04,2024-10-04,0531,A,62,6.1NRT,283.17,23.18,D
54.67373,116.73968,323.43,1.09,1.04,2024-10-04,0531,A,78,6.1NRT,282.96,23.81,D
54.68032,116.66682,312.23,1.09,1.04,2024-10-04,0531,A,38,6.1NRT,281.27,13.46,D
54.67746,116.65057,314.87,1.09,1.04,2024-10-04,0531,A,48,6.1NRT,281.17,16.35,D
54.68919,116.66203,314.77,1.09,1.04,2024-10-04,0531,A,47,6.1NRT,279.55,15.99,D
54.45703,114.87984,303.32,1.24,1.11,2024-10-04,0531,A,56,6.1NRT,282.74,9.58,D
54.80442,116.62422,304.16,1.09,1.04,2024-10-04,0531,A,37,6.1NRT,279.89,8.79,D
54.80159,116.60828,318.15,1.09,1.04,2024-10-04,0531,A,78,6.1NRT,281.47,20.33,D
54.77221,115.97009,304.41,1.13,1.06,2024-10-04,0531,A,59,6.1NRT,283.53,10.5,D
54.79631,116.04758,320.74,1.13,1.06,2024-10-04,0531,A,76,6.1NRT,283.19,23.23,D
54.80831,116.05916,315,1.12,1.06,2024-10-04,0531,A,28,6.1NRT,280.9,15.97,D
19.37613,-155.14836,308.31,1.02,1.01,2024-10-04,0752,T,74,6.1NRT,292.83,10.16,N
-34.5797,139.61865,350.9,1.31,1.14,2024-10-04,0506,A,63,6.1NRT,299.28,89.26,D
-34.56952,139.61696,334.21,1.31,1.14,2024-10-04,0506,A,67,6.1NRT,291.61,44,D
-26.96998,150.69543,315.13,2.99,1.64,2024-10-04,0508,A,47,6.1NRT,299.42,30.92,D
-22.8435,147.58414,322.46,2.23,1.45,2024-10-04,0510,A,48,6.1NRT,304.72,28.97,D
-26.93753,150.55966,328.81,2.93,1.63,2024-10-04,0508,A,81,6.1NRT,300.54,92.74,D
-22.83494,147.56009,320.94,2.22,1.44,2024-10-04,0510,A,43,6.1NRT,303.39,22.24,D
-26.69277,150.48094,319.35,2.93,1.63,2024-10-04,0508,A,69,6.1NRT,302.04,40.18,D
-22.84408,147.57686,322.01,2.23,1.45,2024-10-04,0510,A,63,6.1NRT,304.88,27.16,D
-26.64178,150.28105,324.68,2.84,1.61,2024-10-04,0508,A,77,6.1NRT,300.58,64.64,D
-26.64042,150.27563,325.09,2.84,1.61,2024-10-04,0508,A,77,6.1NRT,300.47,67.5,D
-20.96258,139.42862,343.24,1.01,1.01,2024-10-04,0510,A,81,6.1NRT,301.13,35.05,D
-26.20531,151.90292,319.46,3.78,1.82,2024-10-04,0508,A,70,6.1NRT,299.5,74.57,D
-20.92613,139.42693,338.13,1.01,1.01,2024-10-04,0510,A,75,6.1NRT,304.71,29.37,D
-26.21322,151.89734,322.52,3.78,1.82,2024-10-04,0508,A,75,6.1NRT,299.49,93.76,D
-20.9172,139.42549,339.99,1.01,1.01,2024-10-04,0510,A,74,6.1NRT,305.25,32.23,D
-25.6611,151.0098,314.08,3.37,1.73,2024-10-04,0508,A,55,6.1NRT,297.4,44.15,D
-20.90827,139.42404,331.05,1.01,1.01,2024-10-04,0510,A,45,6.1NRT,303.92,19.06,D
-25.66453,151.00281,315.44,3.37,1.73,2024-10-04,0508,A,60,6.1NRT,297.05,50.42,D
-20.82338,134.20872,354.95,1.91,1.35,2024-10-04,0512,A,97,6.1NRT,311.21,148.77,D
-25.60842,148.68945,316.25,2.32,1.47,2024-10-04,0508,A,61,6.1NRT,294.66,29.55,D
-20.80336,134.2793,328.24,1.89,1.34,2024-10-04,0512,A,51,6.1NRT,300.1,38.54,D
-26.18872,145.63254,333.14,1.4,1.17,2024-10-04,0508,A,77,6.1NRT,301.99,31.85,D
-20.81134,134.20718,405.08,1.91,1.35,2024-10-04,0512,A,100,6.1NRT,317.52,690.94,D
-26.17345,145.65779,344.46,1.41,1.18,2024-10-04,0508,A,90,6.1NRT,307.46,61.95,D
-20.81334,134.18901,340.57,1.92,1.35,2024-10-04,0512,A,85,6.1NRT,304.13,62.91,D
-26.17591,145.64401,352.65,1.41,1.17,2024-10-04,0508,A,90,6.1NRT,305.17,87.91,D
-20.82953,134.04167,348.83,1.97,1.37,2024-10-04,0512,A,92,6.1NRT,316.38,105.43,D
-26.16555,145.64174,335.65,1.41,1.17,2024-10-04,0508,A,53,6.1NRT,302.22,34.1,D
-20.7993,134.20564,393.71,1.91,1.35,2024-10-04,0512,A,100,6.1NRT,313.76,513.01,D
-25.55914,148.66988,321.76,2.32,1.47,2024-10-04,0508,A,74,6.1NRT,296.94,44.56,D
-20.80128,134.18747,383.82,1.92,1.35,2024-10-04,0512,A,100,6.1NRT,315.61,385.45,D
-27.15444,132.43231,320.13,3.14,1.68,2024-10-04,0508,A,46,6.1NRT,305.61,32.58,D
-20.77551,134.312,403.14,1.88,1.34,2024-10-04,0512,A,87,6.1NRT,310.66,662.6,D
-27.14191,132.39911,320.55,3.16,1.68,2024-10-04,0508,A,53,6.1NRT,307.02,33.93,D
-20.78725,134.2041,368.82,1.91,1.35,2024-10-04,0512,A,100,6.1NRT,311.69,240.35,D
-27.14041,132.42348,323.64,3.14,1.68,2024-10-04,0508,A,64,6.1NRT,307.28,49.95,D
-20.78922,134.18593,363.43,1.92,1.35,2024-10-04,0512,A,100,6.1NRT,314.29,193.88,D
-23.91311,149.18123,315.56,2.75,1.59,2024-10-04,0508,A,57,6.1NRT,293.54,41.24,D
-20.80392,134.21771,350.08,1.91,1.35,2024-10-04,0512,A,93,6.1NRT,306.79,114.46,D
-23.91039,149.17528,313.88,2.75,1.59,2024-10-04,0508,A,46,6.1NRT,294.41,35.46,D
-20.80605,134.19962,389.08,1.91,1.35,2024-10-04,0512,A,100,6.1NRT,319.26,452.33,D
-20.78144,134.30588,384.16,1.88,1.34,2024-10-04,0512,A,94,6.1NRT,301.86,406.73,D
-20.794,134.19809,397.13,1.91,1.35,2024-10-04,0512,A,100,6.1NRT,314.01,558.98,D
-20.79612,134.17993,359.63,1.92,1.35,2024-10-04,0512,A,99,6.1NRT,313.56,164.02,D
-20.76949,134.30438,422.39,1.88,1.34,2024-10-04,0512,A,94,6.1NRT,315.98,1021.89,D
-20.77156,134.28653,368.8,1.89,1.34,2024-10-04,0512,A,94,6.1NRT,304.46,250.25,D
-20.77987,134.21465,338.38,1.91,1.35,2024-10-04,0512,A,76,6.1NRT,309.98,55.27,D
-20.78196,134.19655,370.64,1.91,1.35,2024-10-04,0512,A,100,6.1NRT,314.96,252.75,D
-20.7596,134.285,333.19,1.89,1.34,2024-10-04,0512,A,55,6.1NRT,291.3,43.45,D
-20.76992,134.19501,337.04,1.91,1.35,2024-10-04,0512,A,79,6.1NRT,312.71,45.59,D
-20.74764,134.28348,340.85,1.89,1.34,2024-10-04,0512,A,46,6.1NRT,308.54,73.58,D
-20.73367,134.2998,345.54,1.88,1.34,2024-10-04,0512,A,85,6.1NRT,293.19,104.57,D
-20.73569,134.28195,356.01,1.89,1.34,2024-10-04,0512,A,97,6.1NRT,305.68,155.38,D
-20.72373,134.28043,350.45,1.89,1.34,2024-10-04,0512,A,90,6.1NRT,305.05,124.36,D
-20.65098,134.22981,349.37,1.9,1.35,2024-10-04,0512,A,93,6.1NRT,311.16,108.26,D
-20.63899,134.2283,346.08,1.9,1.35,2024-10-04,0512,A,90,6.1NRT,312.65,93.44,D
-20.40523,134.36565,352,1.84,1.33,2024-10-04,0512,A,94,6.1NRT,310.31,124.52,D
-20.40715,134.34822,339.67,1.85,1.33,2024-10-04,0512,A,80,6.1NRT,311.4,63.33,D
-20.41023,134.35927,340.69,1.84,1.33,2024-10-04,0512,A,82,6.1NRT,308.72,70.4,D
-20.39841,134.35773,362.79,1.84,1.33,2024-10-04,0512,A,100,6.1NRT,313.76,188.97,D
-20.38658,134.35623,342.58,1.84,1.33,2024-10-04,0512,A,82,6.1NRT,313.09,71.99,D
-20.37476,134.35472,345.67,1.84,1.33,2024-10-04,0512,A,90,6.1NRT,314.11,84.54,D
-20.3452,134.40367,363.54,1.82,1.32,2024-10-04,0512,A,100,6.1NRT,311.88,196.31,D
-20.34716,134.38641,343.68,1.83,1.32,2024-10-04,0512,A,86,6.1NRT,310.46,80.95,D
-20.32941,134.33119,328.51,1.85,1.33,2024-10-04,0512,A,31,6.1NRT,314.45,18.12,D
-20.28909,134.58559,344.88,1.77,1.3,2024-10-04,0512,A,86,6.1NRT,307.4,91.25,D
-20.29095,134.56898,423.5,1.77,1.3,2024-10-04,0512,A,100,6.1NRT,320.1,950.95,D
-20.29281,134.55235,329.58,1.78,1.31,2024-10-04,0512,A,55,6.1NRT,297.62,30.88,D
-20.29308,134.58115,366.3,1.77,1.3,2024-10-04,0512,A,100,6.1NRT,308.05,208.55,D
-20.29506,134.56454,377.95,1.77,1.3,2024-10-04,0512,A,100,6.1NRT,311.58,301.78,D
-20.27951,134.59618,366.15,1.76,1.3,2024-10-04,0512,A,100,6.1NRT,308.23,208.26,D
-20.28148,134.57961,366.32,1.77,1.3,2024-10-04,0512,A,100,6.1NRT,311.28,204.28,D
-20.28345,134.56299,403.33,1.77,1.3,2024-10-04,0512,A,100,6.1NRT,317.61,594.22,D
-20.26792,134.59471,349.74,1.76,1.3,2024-10-04,0512,A,93,6.1NRT,310.85,108.23,D
-20.28969,134.40904,331,1.82,1.32,2024-10-04,0512,A,50,6.1NRT,312.21,27.97,D
-20.29171,134.3918,357.84,1.82,1.32,2024-10-04,0512,A,98,6.1NRT,313.38,148.15,D
-20.29372,134.37454,337.46,1.83,1.32,2024-10-04,0512,A,81,6.1NRT,313.8,48.87,D
-20.24282,134.60828,349.37,1.76,1.3,2024-10-04,0512,A,92,6.1NRT,306.8,103.92,D
-20.24473,134.59186,352.18,1.76,1.3,2024-10-04,0512,A,95,6.1NRT,311.63,113.15,D
-20.26615,134.4063,344.53,1.82,1.32,2024-10-04,0512,A,89,6.1NRT,311.67,79.33,D
-20.23125,134.60678,352.33,1.76,1.3,2024-10-04,0512,A,95,6.1NRT,307.46,116.5,D
-20.23315,134.59027,353.22,1.76,1.3,2024-10-04,0512,A,95,6.1NRT,311.66,117.19,D
-20.25438,134.40486,332.09,1.82,1.32,2024-10-04,0512,A,45,6.1NRT,312.58,33.72,D
-20.21532,134.43437,334.21,1.81,1.32,2024-10-04,0512,A,65,6.1NRT,312.97,37.54,D
-20.14147,134.48625,327.63,1.79,1.31,2024-10-04,0512,A,37,6.1NRT,310.65,20.32,D
-20.1298,134.48473,330.85,1.79,1.31,2024-10-04,0512,A,46,6.1NRT,310.55,29.32,D
-20.11814,134.4832,330.85,1.79,1.31,2024-10-04,0512,A,51,6.1NRT,312.36,31.09,D
-20.1226,134.47891,335.91,1.79,1.31,2024-10-04,0512,A,75,6.1NRT,312.04,47.02,D
-20.09731,134.4926,331.45,1.78,1.31,2024-10-04,0512,A,70,6.1NRT,311.54,33.15,D
-17.63755,145.10571,318.9,1.88,1.34,2024-10-04,0512,A,43,6.1NRT,303.52,16.57,D
-18.66916,138.38847,333.89,1.04,1.02,2024-10-04,0512,A,76,6.1NRT,311.64,16.78,D
-16.67974,144.8788,336.26,1.89,1.34,2024-10-04,0512,A,83,6.1NRT,304.69,59.42,D
-16.68521,144.87282,333.33,1.89,1.34,2024-10-04,0512,A,63,6.1NRT,304.34,46.82,D
-17.34213,138.84924,327.36,1.01,1,2024-10-04,0512,A,69,6.1NRT,303.59,12.05,D
-17.5479,134.96912,336.65,1.51,1.21,2024-10-04,0512,A,82,6.1NRT,312.79,35.03,D
-15.81949,144.25235,325.09,1.76,1.3,2024-10-04,0512,A,55,6.1NRT,304.93,21.9,D
-15.79918,144.23277,320.08,1.76,1.3,2024-10-04,0512,A,48,6.1NRT,303.83,14.19,D
-15.54628,145.22815,332.47,2.11,1.41,2024-10-04,0512,A,81,6.1NRT,299.43,73.26,D
-15.53381,145.22594,347.09,2.11,1.41,2024-10-04,0512,A,87,6.1NRT,300.56,145.58,D
-15.53721,145.20679,327.71,2.1,1.41,2024-10-04,0512,A,75,6.1NRT,299.81,53.6,D
-17.42962,130.83908,337.63,3.09,1.67,2024-10-04,0512,A,84,6.1NRT,307.97,124.61,D
-17.43039,130.8344,335.38,3.09,1.67,2024-10-04,0512,A,82,6.1NRT,307.8,110.04,D
-16.63031,136.80542,335.69,1.15,1.07,2024-10-04,0512,A,76,6.1NRT,305.82,27.15,D
-16.63171,136.79486,341.8,1.15,1.07,2024-10-04,0512,A,87,6.1NRT,302.89,41.96,D
-16.62433,136.80867,347.38,1.14,1.07,2024-10-04,0512,A,92,6.1NRT,306.29,48.32,D
-16.62577,136.79813,360.82,1.15,1.07,2024-10-04,0512,A,100,6.1NRT,306.76,89.59,D
-16.64172,136.68144,326.99,1.16,1.07,2024-10-04,0512,A,51,6.1NRT,304.06,12.63,D
-16.61486,136.8073,334.48,1.14,1.07,2024-10-04,0512,A,71,6.1NRT,305.98,21.81,D
-16.60397,136.81642,334.35,1.14,1.07,2024-10-04,0512,A,80,6.1NRT,304.25,21.23,D
-16.6054,136.80589,333.65,1.14,1.07,2024-10-04,0512,A,68,6.1NRT,306.34,19.88,D
-16.56614,136.81088,340.65,1.14,1.07,2024-10-04,0512,A,86,6.1NRT,306.58,32.86,D
-16.59674,136.1172,332.81,1.24,1.11,2024-10-04,0512,A,78,6.1NRT,305.64,25.39,D
-16.57486,136.20692,340.92,1.23,1.1,2024-10-04,0512,A,84,6.1NRT,308.25,40.64,D
-16.57636,136.19554,334.71,1.23,1.1,2024-10-04,0512,A,52,6.1NRT,309.49,27.59,D
-16.58539,136.12726,331.75,1.24,1.11,2024-10-04,0512,A,77,6.1NRT,301.85,23.25,D
-16.5869,136.11581,328.95,1.24,1.11,2024-10-04,0512,A,69,6.1NRT,303.84,18.99,D
-16.57406,136.13722,325.74,1.24,1.11,2024-10-04,0512,A,21,6.1NRT,304.04,12.54,D
-16.54198,136.30539,349.37,1.21,1.09,2024-10-04,0512,A,93,6.1NRT,306.8,62.48,D
-16.59447,135.90379,383.47,1.28,1.12,2024-10-04,0512,A,100,6.1NRT,312.69,218.4,D
-16.59599,135.892,407.89,1.28,1.12,2024-10-04,0512,A,100,6.1NRT,317.54,413.22,D
-16.59752,135.8802,344.32,1.28,1.12,2024-10-04,0512,A,90,6.1NRT,308.08,51.04,D
-16.60059,135.85655,338.54,1.29,1.13,2024-10-04,0512,A,85,6.1NRT,300.46,39.52,D
-16.60213,135.8446,342.66,1.29,1.13,2024-10-04,0512,A,89,6.1NRT,301.5,50.41,D
-16.53079,136.31514,356.59,1.21,1.09,2024-10-04,0512,A,98,6.1NRT,305.94,84.21,D
-16.53226,136.30397,363.13,1.21,1.09,2024-10-04,0512,A,100,6.1NRT,309.84,107.6,D
-16.58297,135.91414,332.47,1.28,1.12,2024-10-04,0512,A,78,6.1NRT,308.21,20.81,D
-16.58449,135.90239,337.08,1.28,1.12,2024-10-04,0512,A,83,6.1NRT,308.93,31.16,D
-16.59058,135.85512,354.9,1.29,1.13,2024-10-04,0512,A,97,6.1NRT,308.07,85.35,D
-16.59212,135.84322,358.23,1.29,1.13,2024-10-04,0512,A,99,6.1NRT,307.37,99.73,D
-16.56697,135.95964,341.19,1.27,1.12,2024-10-04,0512,A,87,6.1NRT,309.56,39.82,D
-16.56848,135.94794,338.09,1.27,1.12,2024-10-04,0512,A,84,6.1NRT,308.69,32.4,D
-16.573,135.91278,337.42,1.28,1.12,2024-10-04,0512,A,84,6.1NRT,309.01,30.12,D
-16.57906,135.86557,336.09,1.29,1.13,2024-10-04,0512,A,79,6.1NRT,307.01,26.75,D
-16.58057,135.85371,388.8,1.29,1.13,2024-10-04,0512,A,100,6.1NRT,310.79,257.21,D
-16.5821,135.84178,376.37,1.29,1.13,2024-10-04,0512,A,100,6.1NRT,307.71,184.03,D
-16.51136,136.31233,330.9,1.21,1.09,2024-10-04,0512,A,33,6.1NRT,308.85,18.9,D
-16.55704,135.95819,352.03,1.27,1.12,2024-10-04,0512,A,95,6.1NRT,309.03,69.54,D
-16.55854,135.94649,328.85,1.27,1.12,2024-10-04,0512,A,67,6.1NRT,308.34,13.25,D
-16.56906,135.86417,336.78,1.29,1.13,2024-10-04,0512,A,67,6.1NRT,306.05,31.76,D
-16.57056,135.85234,369.42,1.29,1.13,2024-10-04,0512,A,100,6.1NRT,306.16,145.79,D
-16.57207,135.84047,331.3,1.29,1.13,2024-10-04,0512,A,71,6.1NRT,301.73,27.63,D
-16.55518,135.9632,342.06,1.27,1.12,2024-10-04,0512,A,88,6.1NRT,307.95,40.99,D
-16.55674,135.95152,337.08,1.27,1.12,2024-10-04,0512,A,83,6.1NRT,309.31,28.77,D
-16.56773,135.8694,332.81,1.28,1.12,2024-10-04,0512,A,62,6.1NRT,306.06,23.41,D
-16.56931,135.8576,349.37,1.29,1.13,2024-10-04,0512,A,93,6.1NRT,306.27,67.8,D
-16.57089,135.84581,344.85,1.29,1.13,2024-10-04,0512,A,90,6.1NRT,304.62,57.69,D
-16.54525,135.96178,336.82,1.27,1.12,2024-10-04,0512,A,83,6.1NRT,309.16,28.89,D
-16.55617,135.87978,337.5,1.28,1.12,2024-10-04,0512,A,78,6.1NRT,308.59,32.16,D
-16.55775,135.86797,333.33,1.28,1.12,2024-10-04,0512,A,67,6.1NRT,305.77,25.96,D
-16.53532,135.96036,336.44,1.27,1.12,2024-10-04,0512,A,83,6.1NRT,309.46,27.65,D
-16.54463,135.89017,334.35,1.28,1.12,2024-10-04,0512,A,65,6.1NRT,308.72,23.92,D
-16.52539,135.95894,332.09,1.27,1.12,2024-10-04,0512,A,71,6.1NRT,308.85,17.89,D
-16.50401,135.96777,332.81,1.26,1.12,2024-10-04,0512,A,63,6.1NRT,309.92,19.99,D
-16.50553,135.95612,336.65,1.27,1.12,2024-10-04,0512,A,83,6.1NRT,310.97,25.64,D
-16.51164,135.90933,332.42,1.28,1.12,2024-10-04,0512,A,71,6.1NRT,311.68,16.28,D
-16.51318,135.8976,336.95,1.28,1.12,2024-10-04,0512,A,77,6.1NRT,310.26,27.4,D
-16.50933,135.84901,329.42,1.29,1.13,2024-10-04,0512,A,55,6.1NRT,308.08,16.66,D
-16.51086,135.83717,329,1.29,1.13,2024-10-04,0512,A,42,6.1NRT,306.86,15.98,D
-16.47403,135.65582,330.7,1.32,1.14,2024-10-04,0512,A,48,6.1NRT,306.63,20.41,D
-16.48843,135.54562,354.79,1.34,1.15,2024-10-04,0512,A,97,6.1NRT,311.84,85.12,D
-16.49004,135.53329,344.1,1.34,1.15,2024-10-04,0512,A,90,6.1NRT,309.25,51.87,D
-16.47823,135.54424,338.05,1.34,1.15,2024-10-04,0512,A,84,6.1NRT,310.59,36.8,D
-16.40772,135.61508,328.71,1.32,1.14,2024-10-04,0512,A,53,6.1NRT,292.22,23.32,D
-16.40933,135.60289,365.22,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,306.12,135.69,D
-16.39758,135.61365,333.93,1.32,1.14,2024-10-04,0512,A,56,6.1NRT,302.2,30.38,D
-16.39919,135.60147,346.45,1.33,1.14,2024-10-04,0512,A,91,6.1NRT,307.63,62.72,D
-16.38207,135.57423,373.3,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,305.16,173.91,D
-16.38367,135.56195,348.29,1.33,1.14,2024-10-04,0512,A,93,6.1NRT,305.43,70.34,D
-16.26723,136.37062,329.78,1.19,1.09,2024-10-04,0512,A,52,6.1NRT,306.25,14.31,D
-16.37191,135.57278,349.09,1.33,1.14,2024-10-04,0512,A,93,6.1NRT,307.4,70.25,D
-16.3735,135.56047,351.23,1.33,1.14,2024-10-04,0512,A,95,6.1NRT,306.67,80.18,D
-16.25612,136.38019,328.08,1.19,1.09,2024-10-04,0512,A,24,6.1NRT,306.32,11.11,D
-16.36175,135.57133,367.02,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,310.6,139.92,D
-16.36333,135.55902,400.98,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,313.17,375.82,D
-16.35002,135.58215,347.74,1.33,1.14,2024-10-04,0512,A,89,6.1NRT,305.9,61.08,D
-16.35159,135.56987,401.92,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,315.87,383.1,D
-16.35316,135.55757,366,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,308.5,140.09,D
-16.33831,135.59297,335.16,1.33,1.14,2024-10-04,0512,A,63,6.1NRT,303.11,28.03,D
-16.33986,135.58073,402.03,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,316.68,376.76,D
-16.34143,135.56841,375.54,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,308.5,188.51,D
-16.32508,135.61586,339.59,1.32,1.14,2024-10-04,0512,A,77,6.1NRT,308.59,35.77,D
-16.32816,135.59154,345.67,1.33,1.14,2024-10-04,0512,A,90,6.1NRT,303.99,54.65,D
-16.32971,135.57928,415.71,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,311.32,525.59,D
-16.33127,135.56696,348.03,1.33,1.14,2024-10-04,0512,A,92,6.1NRT,304.05,70.16,D
-16.32736,135.61064,336.35,1.32,1.14,2024-10-04,0512,A,72,6.1NRT,309.47,30.73,D
-16.32897,135.59853,334.48,1.32,1.14,2024-10-04,0512,A,67,6.1NRT,305.87,28.63,D
-16.33059,135.58632,380.88,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,310.76,215.55,D
-16.33223,135.57405,398.33,1.33,1.14,2024-10-04,0512,A,100,6.1NRT,314.02,350.69,D
-16.21398,136.37975,326.68,1.19,1.09,2024-10-04,0512,A,25,6.1NRT,306.01,10.68,D
-16.22571,135.83939,330.5,1.28,1.12,2024-10-04,0512,A,70,6.1NRT,310.03,16.35,D
-16.16567,135.97815,344.42,1.25,1.11,2024-10-04,0512,A,90,6.1NRT,310.39,44.25,D
-16.1672,135.96666,343.28,1.25,1.11,2024-10-04,0512,A,89,6.1NRT,312.2,41.19,D
-16.11184,136.00555,340.18,1.24,1.11,2024-10-04,0512,A,86,6.1NRT,309.58,32.34,D
-16.11334,135.99405,356.3,1.25,1.11,2024-10-04,0512,A,97,6.1NRT,311.82,78.03,D
-16.11934,135.94798,337.63,1.25,1.11,2024-10-04,0512,A,83,6.1NRT,312.48,25.68,D
-16.102,136.00409,334.89,1.24,1.11,2024-10-04,0512,A,58,6.1NRT,311.05,20.26,D
